PROTID	X20161205_SAMPLE_1_ADJNSAF	X20161205_SAMPLE_11_ADJNSAF	X20161205_SAMPLE_11A_ADJNSAF	X20161205_SAMPLE_12_ADJNSAF	X20161205_SAMPLE_12A_ADJNSAF	X20161205_SAMPLE_16_ADJNSAF	X20161205_SAMPLE_16A_ADJNSAF	X20161205_SAMPLE_19_ADJNSAF	X20161205_SAMPLE_19A_ADJNSAF	X20161205_SAMPLE_1A_ADJNSAF	X20161205_SAMPLE_20_ADJNSAF	X20161205_SAMPLE_20A_ADJNSAF	X20161205_SAMPLE_24_ADJNSAF	X20161205_SAMPLE_24A_ADJNSAF	X20161205_SAMPLE_27_ADJNSAF	X20161205_SAMPLE_27A_ADJNSAF	X20161205_SAMPLE_28_ADJNSAF	X20161205_SAMPLE_28A_ADJNSAF	X20161205_SAMPLE_3_ADJNSAF	X20161205_SAMPLE_32_ADJNSAF	X20161205_SAMPLE_32A_ADJNSAF	X20161205_SAMPLE_35_ADJNSAF	X20161205_SAMPLE_35A_ADJNSAF	X20161205_SAMPLE_36_ADJNSAF	X20161205_SAMPLE_36A_ADJNSAF	X20161205_SAMPLE_3A_ADJNSAF	X20161205_SAMPLE_4_ADJNSAF	X20161205_SAMPLE_40_ADJNSAF	X20161205_SAMPLE_40A_ADJNSAF	X20161205_SAMPLE_43_ADJNSAF	X20161205_SAMPLE_43A_ADJNSAF	X20161205_SAMPLE_44_ADJNSAF	X20161205_SAMPLE_44A_ADJNSAF	X20161205_SAMPLE_48_ADJNSAF	X20161205_SAMPLE_48A_ADJNSAF	X20161205_SAMPLE_4A_ADJNSAF	X20161205_SAMPLE_51_ADJNSAF	X20161205_SAMPLE_51A_ADJNSAF	X20161205_SAMPLE_52_ADJNSAF	X20161205_SAMPLE_52A_ADJNSAF	X20161205_SAMPLE_56_ADJNSAF	X20161205_SAMPLE_56A_ADJNSAF	X20161205_SAMPLE_8_ADJNSAF	X20161205_SAMPLE_8A_ADJNSAF
CHOYP_LOC100367949.3.3|m.63228	2	1	3	2	2	3	3	3	3	2	2	3	1	2	1	1	1	3	2	3	1	0	0	3	1	2	4	2	3	0	0	1	1	5	4	3	1	4	5	5	2	2	3	2
CHOYP_LOC100367949.2.3|m.55056	2	1	3	2	2	3	3	3	3	2	2	3	1	0	1	1	1	3	2	3	0	0	0	0	1	2	4	2	1	0	0	1	0	0	0	3	1	0	0	0	0	0	3	2
CHOYP_LOC100367954.1.2|m.66390	1	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	3	0	0	2	3	0	2	3	0	0	5	3	0	0	0	0	0	1	0	0	0	0	6	0	0	4	0	0
CHOYP_LOC100367954.2.2|m.66596	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_118103.1.1|m.41767	0	0	0	0	0	0	1	0	3	2	0	4	0	0	0	0	0	4	0	2	3	0	2	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0
CHOYP_LOC100367974.1.3|m.19352	31	14	14	25	22	12	14	15	15	28	17	17	10	10	11	7	22	14	18	10	8	4	0	11	9	19	31	14	13	4	5	9	8	12	15	30	8	8	5	4	9	9	20	18
CHOYP_LOC100367908.2.2|m.55212	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	2	1	0	0	1	1	0	1	1	1	1	0	0	1	2	2	1	0	0	1	0
CHOYP_LOC100368194.1.1|m.59989	2	2	2	1	5	1	0	10	9	1	2	2	2	3	3	7	3	5	3	4	2	1	0	5	1	3	3	2	1	1	0	0	1	0	3	1	0	0	3	0	0	0	4	1
CHOYP_LOC100368658.1.1|m.16577	12	6	4	8	8	9	8	6	5	11	7	8	5	6	9	7	9	7	8	5	6	1	0	5	6	8	10	8	6	4	6	5	7	8	11	6	8	7	9	8	9	8	7	8
CHOYP_LOC100368659.1.2|m.15836	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100368695.1.1|m.26746	33	19	21	30	31	21	22	22	20	30	21	23	20	24	17	21	31	25	26	23	27	3	1	20	23	30	25	29	30	8	12	24	24	32	41	33	24	28	31	33	42	44	28	27
CHOYP_LOC100368865.1.1|m.48101	26	14	21	16	16	13	15	23	23	24	19	20	14	19	10	17	14	18	22	15	18	4	1	13	14	25	24	9	12	1	4	10	15	16	17	24	7	9	5	14	15	17	24	19
CHOYP_BRAFLDRAFT_218889.2.2|m.58058	6	2	3	4	6	3	4	3	3	6	4	7	2	3	3	4	3	5	2	3	6	0	0	3	4	4	4	1	3	0	0	3	3	3	3	3	2	4	4	3	4	2	5	3
CHOYP_LOC100368926.5.5|m.55016	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CHOYP_NEMVEDRAFT_V1G179696.1.1|m.40556	0	0	0	1	1	1	0	1	1	0	2	1	0	0	2	0	1	2	0	0	0	0	0	2	1	0	0	3	1	0	0	1	0	4	3	0	4	2	3	2	1	3	0	0
CHOYP_LOC100368987.1.1|m.6182	1	2	2	1	3	1	1	1	1	2	1	0	1	0	2	2	1	2	2	3	2	1	1	2	2	1	3	2	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2
CHOYP_LOC100369031.1.1|m.19197	10	7	8	9	12	11	8	8	8	8	9	13	7	9	5	8	9	9	6	13	14	2	2	9	12	7	9	8	10	3	3	5	6	11	11	11	7	7	8	9	7	12	11	12
CHOYP_LOC100369237.3.3|m.48902	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CHOYP_LOC100369294.3.6|m.24633	24	40	38	43	39	33	38	41	36	24	37	37	39	34	40	31	37	38	31	41	45	17	23	39	40	0	25	38	40	24	24	0	33	44	41	29	40	42	44	0	48	39	0	38
CHOYP_LOC100369294.2.6|m.22959	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100369302.1.3|m.6808	3	1	3	3	2	4	1	2	0	2	2	1	2	3	0	0	2	3	2	0	3	0	0	0	1	1	3	1	3	0	0	0	0	3	1	2	0	0	1	1	1	1	2	3
CHOYP_LOC100369402.2.2|m.29002	5	6	5	7	5	5	5	4	5	5	6	5	5	4	4	5	8	5	6	5	4	2	1	4	4	4	4	5	5	0	4	3	4	7	4	5	4	6	4	5	3	4	5	6
CHOYP_ISCW_ISCW001285.2.2|m.15985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100369411.1.1|m.1071	0	1	0	0	0	0	0	2	3	0	0	1	3	2	2	1	1	1	1	0	0	2	1	2	0	0	1	1	1	2	2	1	1	0	0	0	3	2	3	1	1	0	1	1
CHOYP_LOC100369608.1.3|m.11971	3	1	1	1	2	1	0	1	2	3	1	1	1	1	1	1	2	1	2	1	1	0	0	1	1	1	1	1	1	1	0	1	2	1	2	1	0	1	0	2	1	1	1	1
CHOYP_LOC100369745.1.1|m.18815	32	24	34	27	29	37	27	29	33	26	27	26	23	21	21	23	39	28	27	18	25	0	4	6	20	24	6	21	5	16	11	20	19	8	24	24	31	23	26	25	27	24	28	31
CHOYP_EF1A.3.4|m.63413	0	24	0	10	29	0	7	1	6	1	4	7	0	21	0	0	11	6	0	6	25	0	4	22	4	24	24	21	22	0	11	6	5	25	24	6	0	23	26	8	7	24	28	0
CHOYP_BRAFLDRAFT_219059.1.1|m.40577	2	2	2	2	1	2	1	2	0	1	1	1	2	2	0	0	1	0	3	1	1	0	0	1	1	4	2	1	1	0	0	2	1	4	2	2	1	1	2	1	1	1	2	3
CHOYP_LOC100369816.1.1|m.23060	3	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0
CHOYP_LOC100369839.2.4|m.27857	11	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	9	1	0	0	0	0	0	2	0	12	0	0	0	0	0	1	1	1
CHOYP_LOC100369954.1.1|m.22658	12	10	7	10	10	8	9	8	8	17	7	8	5	6	5	7	6	7	11	14	10	5	3	10	9	13	10	10	11	7	6	7	6	12	13	12	10	9	12	16	17	14	11	10
CHOYP_LOC100370040.1.2|m.55411	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	1	0	0	1	0	0	0	0
CHOYP_LOC100370122.2.2|m.59310	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100370136.1.1|m.2170	0	0	1	1	3	2	3	1	2	1	2	3	0	1	2	1	2	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	2	1	2	0	2	2	3
CHOYP_LOC100370246.2.2|m.45834	17	21	16	20	17	22	19	16	18	17	20	20	20	17	15	16	24	18	21	15	15	13	11	19	18	18	18	15	10	16	15	15	15	21	17	20	16	18	18	17	14	15	16	22
CHOYP_LOC411194.1.1|m.8502	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100370246.2.2|m.45836	6	8	4	9	8	6	7	7	7	6	7	6	7	6	6	6	7	8	8	8	7	3	2	7	8	8	6	6	7	5	2	6	7	6	6	7	8	8	7	6	9	5	7	10
CHOYP_LOC100370478.2.2|m.16291	11	8	6	10	9	8	8	9	10	6	9	9	8	7	6	6	9	9	9	9	11	3	1	6	12	8	7	8	10	4	5	6	9	11	12	8	6	8	12	8	15	12	7	8
CHOYP_LOC100370504.1.2|m.17506	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_219059.1.1|m.40578	2	2	2	1	0	3	2	1	2	2	1	1	2	1	1	0	1	0	2	2	2	0	0	2	1	3	2	1	2	0	2	1	0	3	4	2	1	1	3	1	3	3	2	2
CHOYP_LOC100370520.1.1|m.12258	21	22	22	21	20	23	15	19	16	25	23	17	18	14	15	15	20	20	19	18	17	5	4	21	22	22	22	18	23	8	8	20	17	24	21	19	22	20	24	20	17	22	21	18
CHOYP_LOC100370537.1.1|m.10588	3	0	0	1	1	0	0	1	1	3	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	1
CHOYP_LOC100370552.2.2|m.59438	33	24	19	35	37	43	29	23	26	24	28	30	24	28	21	17	36	34	24	30	30	20	4	36	32	29	30	31	29	11	11	15	17	35	37	26	25	22	29	27	34	29	30	30
CHOYP_LOC100370588.15.19|m.60881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
CHOYP_LOC100373906.1.2|m.21267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0
CHOYP_LOC100369014.9.9|m.53367	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
CHOYP_LOC100374981.1.16|m.21258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100374741.54.83|m.47294	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CHOYP_LOC100369754.6.10|m.53352	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100374981.4.16|m.24874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
CHOYP_LOC100369929.1.5|m.32680	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_241726.4.22|m.3766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_TR12A.1.2|m.32633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100378676.3.8|m.43012	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100369014.8.9|m.53287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0
CHOYP_LOC100374741.55.83|m.53276	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_EME1.1.1|m.33089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CHOYP_TRIM5.1.2|m.60878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100374974.12.16|m.47308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100376214.9.11|m.53354	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100370750.2.2|m.52391	1	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0
CHOYP_LOC100370896.4.4|m.56380	53	10	7	14	12	9	12	8	10	41	11	10	12	12	14	13	16	14	17	15	11	5	3	15	12	16	35	19	16	4	3	12	10	25	21	28	13	6	16	15	20	22	16	16
CHOYP_LOC100370900.1.1|m.20012	26	10	12	15	21	11	18	17	17	29	11	19	10	10	8	9	9	12	11	4	6	2	1	5	5	9	20	6	11	2	0	5	4	10	11	26	5	4	5	5	7	6	17	14
CHOYP_LOC100371249.1.1|m.63117	26	20	23	22	26	24	23	30	30	20	27	21	22	24	26	22	27	25	25	28	31	20	15	26	29	22	22	29	36	15	18	23	24	28	26	20	23	23	27	24	35	28	22	20
CHOYP_LOC100371332.1.6|m.7760	7	2	1	1	2	2	0	1	2	6	3	0	1	1	0	0	2	1	3	1	0	0	0	1	0	3	6	1	0	0	0	1	1	2	0	7	0	0	0	0	2	1	3	5
CHOYP_LOC100371468.2.2|m.53875	2	2	2	2	1	1	1	2	1	1	0	2	0	2	0	0	2	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0	2	2	2	1	0	0	0	1	0	1	2	1
CHOYP_BRAFLDRAFT_220284.1.1|m.29545	2	3	2	3	4	1	5	1	3	3	3	2	3	1	1	1	0	2	4	4	2	0	0	3	2	4	3	3	4	0	0	1	3	2	1	4	1	1	2	2	4	2	5	2
CHOYP_LOC100371881.1.2|m.3634	0	2	2	3	10	5	5	4	3	0	6	7	4	6	2	2	5	4	0	5	10	0	0	1	5	1	0	3	4	0	0	1	1	11	8	0	2	2	2	2	6	7	0	2
CHOYP_CTR9.1.1|m.18832	0	0	1	0	0	0	1	0	1	1	0	1	0	3	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	1	1
CHOYP_LOC100371983.2.3|m.48879	3	2	4	4	5	2	3	3	0	3	4	0	2	4	1	2	2	6	3	9	6	1	0	0	6	5	2	0	8	1	2	3	0	7	7	0	0	0	0	6	1	6	0	0
CHOYP_LOC100371983.1.3|m.2863	0	2	4	4	1	2	3	3	4	1	4	4	2	4	1	0	2	2	0	2	6	0	0	4	6	0	2	7	0	1	2	3	3	1	2	3	3	4	4	0	7	1	4	4
CHOYP_LOC100372131.1.2|m.36461	55	55	52	53	47	63	49	62	50	47	50	48	47	43	33	34	62	53	52	56	60	22	24	57	52	56	53	62	48	26	26	47	62	62	71	52	55	46	55	49	55	64	58	60
CHOYP_LOC100372339.1.2|m.5168	20	15	13	19	18	15	16	13	14	14	14	16	11	13	14	8	20	17	18	19	16	2	4	17	15	15	24	20	18	6	4	11	15	15	21	13	14	12	17	17	19	18	14	16
CHOYP_SEPT2.1.1|m.40428	1	1	0	1	2	1	1	1	1	1	1	1	1	0	1	0	0	2	0	1	2	0	0	1	2	1	1	2	2	0	0	1	0	1	2	2	0	0	0	1	3	2	1	1
CHOYP_LOC100372341.1.1|m.46956	2	1	0	3	2	1	0	1	0	2	2	2	1	1	1	1	1	2	4	1	0	0	0	1	1	1	2	1	1	1	1	3	1	1	0	1	1	1	0	2	1	1	2	1
CHOYP_LOC100372342.1.1|m.63404	15	19	17	20	22	14	14	20	16	18	20	17	12	13	13	10	16	16	18	12	18	8	8	11	11	16	16	10	11	11	10	12	14	17	21	16	11	12	14	15	19	17	18	15
CHOYP_ML12B.1.1|m.27220	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	2	0	0	0	1	1	1	1	0	0
CHOYP_LOC100372582.1.2|m.8558	18	14	16	19	16	13	17	14	15	24	15	17	11	17	18	16	17	18	19	17	21	2	4	16	17	18	18	12	12	7	10	13	15	16	21	20	11	13	16	17	18	15	18	19
CHOYP_LOC100372626.1.2|m.8346	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	2	0	1	1	1	0	0	1	2	0	0	0	0	1	3	1	0	0	1	2	1	1	0	0
CHOYP_DWIL_GK17319.1.1|m.58968	7	1	3	3	3	2	1	2	3	5	5	2	3	2	2	2	5	2	1	2	3	2	2	4	3	5	9	6	4	1	2	2	3	3	3	5	2	2	1	2	1	3	4	5
CHOYP_LOC100372845.1.3|m.7734	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100372867.1.1|m.18083	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1
CHOYP_LOC100373670.1.1|m.2427	3	2	2	1	2	1	1	2	1	3	1	2	1	0	0	1	2	2	2	2	2	0	0	1	2	2	2	2	2	0	1	0	1	2	0	2	0	1	1	2	2	2	2	1
CHOYP_BRAFLDRAFT_220356.5.6|m.38505	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	2	0	1	0	1	0	4	2	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0
CHOYP_LOC100372881.1.1|m.4636	2	1	3	3	1	4	2	4	1	3	4	4	1	2	1	2	3	1	2	1	0	0	1	1	1	2	1	2	2	1	1	3	4	2	4	5	1	2	3	6	2	1	3	4
CHOYP_LOC100372889.2.2|m.57965	13	12	11	16	15	12	13	11	11	12	12	13	11	14	7	6	11	15	11	11	15	1	3	9	9	13	10	11	12	2	2	9	9	14	13	10	9	8	6	8	12	13	11	10
CHOYP_LOC100372926.2.3|m.61794	56	42	52	37	64	37	57	35	61	46	57	60	52	33	36	51	60	65	46	21	56	25	19	60	37	22	49	53	34	26	15	30	43	33	37	39	30	32	31	35	48	40	26	57
CHOYP_LOC100372926.1.3|m.29881	26	23	26	45	30	45	23	44	20	31	28	22	20	41	17	15	23	22	25	48	47	9	8	25	48	50	21	25	44	12	20	23	19	41	46	45	41	42	20	27	30	17	50	28
CHOYP_TCPG.1.1|m.30926	1	4	1	0	1	0	0	0	3	1	5	6	0	0	4	2	0	5	6	7	1	0	0	0	0	3	8	2	0	0	0	3	1	0	0	10	0	1	3	1	1	1	1	1
CHOYP_RL10A.1.2|m.7633	19	21	20	14	11	12	6	11	23	18	8	6	7	4	21	5	17	8	21	21	8	0	0	4	6	21	23	5	5	3	5	19	15	11	9	21	10	18	21	18	7	20	22	20
CHOYP_LOC100372942.1.1|m.31119	26	27	28	27	22	30	26	25	22	21	23	17	24	19	20	13	20	18	23	17	19	10	7	18	21	18	30	28	19	7	5	12	14	19	20	22	18	12	18	12	12	11	27	26
CHOYP_UB2R2.1.1|m.18979	0	0	0	0	2	2	1	0	0	2	0	2	0	0	1	0	1	1	1	0	1	0	0	2	0	2	2	1	0	0	0	0	0	0	2	1	0	0	2	2	1	2	1	1
CHOYP_LOC100372990.1.1|m.15018	3	3	4	0	1	0	0	4	2	2	4	2	1	1	1	1	0	4	2	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0
CHOYP_RIF1.1.1|m.13682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	2
CHOYP_LOC100373100.4.4|m.65650	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100373100.3.4|m.51137	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100373146.2.2|m.27802	3	0	0	2	1	1	0	2	0	5	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	3	3	1	1	0	0	0	0	0	0	3	0	0	0	1	0	0	1	2
CHOYP_LOC100373146.1.2|m.13310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
CHOYP_LOC100373169.1.1|m.15573	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	1	0
CHOYP_LOC100373522.5.5|m.54028	14	11	14	19	19	8	12	16	14	18	12	13	7	0	9	14	5	15	13	9	7	3	3	8	7	13	0	0	7	6	3	9	11	7	12	19	3	3	5	7	4	5	15	11
CHOYP_LOC100373522.2.5|m.19698	14	0	0	0	0	8	0	0	0	0	0	0	7	16	9	0	5	0	0	0	7	3	3	0	7	0	0	6	7	6	3	0	0	0	0	0	0	3	5	0	4	0	0	11
CHOYP_LOC100373842.4.4|m.40731	0	5	1	0	1	0	5	1	4	3	5	3	1	20	4	25	5	29	4	30	23	0	6	1	11	0	0	15	27	0	11	5	21	6	27	0	22	3	23	7	28	25	0	0
CHOYP_41.2.3|m.31169	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7
CHOYP_LOC100373842.2.4|m.5139	22	20	25	23	27	23	25	22	17	19	24	20	18	0	15	0	27	0	23	1	0	0	6	21	2	21	26	15	1	12	11	22	21	26	27	25	22	15	7	23	7	1	24	23
CHOYP_BRAFLDRAFT_221105.1.2|m.172	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	1	1	2	1	0	2	1	0	0	0	0	2	1	0	2	1	0	0	1	1	0	0
CHOYP_LOC100373956.1.1|m.10987	19	26	23	20	27	24	16	23	25	19	26	25	22	17	29	22	24	21	21	28	21	15	12	27	25	20	22	22	25	14	13	18	21	23	21	22	20	27	21	18	26	24	21	24
CHOYP_LOC100374249.1.1|m.58296	16	7	5	8	5	5	3	6	7	16	5	6	2	1	6	3	5	6	9	2	2	0	0	2	5	8	10	7	2	0	0	4	3	3	3	10	2	1	3	1	2	1	8	6
CHOYP_LOC100374249.1.1|m.58297	1	4	2	3	1	4	2	3	2	1	2	2	2	2	3	2	3	2	4	0	0	1	2	0	1	3	1	0	0	1	3	2	2	3	1	2	4	2	0	2	1	1	3	2
CHOYP_LOC100374268.1.1|m.58983	17	16	13	14	12	14	11	15	12	15	13	13	13	10	12	11	13	11	15	13	11	5	6	10	13	14	14	13	12	6	6	12	15	12	15	14	14	15	13	15	15	13	13	12
CHOYP_LOC100374277.2.3|m.23204	9	3	6	5	8	6	3	5	6	11	5	9	5	6	1	3	9	8	4	1	8	0	1	4	8	6	11	5	11	0	2	6	9	8	10	7	8	5	14	12	12	9	7	5
CHOYP_LOC100374370.1.1|m.56335	6	7	6	6	11	4	8	8	12	5	8	12	9	8	5	10	6	10	0	5	8	2	2	5	10	4	5	7	8	4	4	6	13	5	7	6	6	9	11	13	4	10	7	7
CHOYP_LOC100374422.1.2|m.26376	60	15	15	19	19	14	17	18	18	70	16	19	11	13	12	11	15	14	18	3	2	2	4	4	2	14	50	6	6	6	7	5	6	5	4	52	5	5	5	6	3	3	10	14
CHOYP_LOC100374495.1.1|m.55368	25	9	8	11	9	9	8	8	8	23	9	8	6	7	7	6	11	12	11	9	7	2	3	10	8	10	32	8	7	3	4	5	7	8	16	29	7	6	9	8	10	9	13	8
CHOYP_PPIB.2.4|m.40019	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CHOYP_LOC100374651.1.4|m.28869	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
CHOYP_LOC100374651.3.4|m.52010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_BRAFLDRAFT_208197.18.21|m.59194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
