PROTID	X20161205_SAMPLE_1_ADJNSAF	X20161205_SAMPLE_11_ADJNSAF	X20161205_SAMPLE_11A_ADJNSAF	X20161205_SAMPLE_12_ADJNSAF	X20161205_SAMPLE_12A_ADJNSAF	X20161205_SAMPLE_16_ADJNSAF	X20161205_SAMPLE_16A_ADJNSAF	X20161205_SAMPLE_19_ADJNSAF	X20161205_SAMPLE_19A_ADJNSAF	X20161205_SAMPLE_1A_ADJNSAF	X20161205_SAMPLE_20_ADJNSAF	X20161205_SAMPLE_20A_ADJNSAF	X20161205_SAMPLE_24_ADJNSAF	X20161205_SAMPLE_24A_ADJNSAF	X20161205_SAMPLE_27_ADJNSAF	X20161205_SAMPLE_27A_ADJNSAF	X20161205_SAMPLE_28_ADJNSAF	X20161205_SAMPLE_28A_ADJNSAF	X20161205_SAMPLE_3_ADJNSAF	X20161205_SAMPLE_32_ADJNSAF	X20161205_SAMPLE_32A_ADJNSAF	X20161205_SAMPLE_35_ADJNSAF	X20161205_SAMPLE_35A_ADJNSAF	X20161205_SAMPLE_36_ADJNSAF	X20161205_SAMPLE_36A_ADJNSAF	X20161205_SAMPLE_3A_ADJNSAF	X20161205_SAMPLE_4_ADJNSAF	X20161205_SAMPLE_40_ADJNSAF	X20161205_SAMPLE_40A_ADJNSAF	X20161205_SAMPLE_43_ADJNSAF	X20161205_SAMPLE_43A_ADJNSAF	X20161205_SAMPLE_44_ADJNSAF	X20161205_SAMPLE_44A_ADJNSAF	X20161205_SAMPLE_48_ADJNSAF	X20161205_SAMPLE_48A_ADJNSAF	X20161205_SAMPLE_4A_ADJNSAF	X20161205_SAMPLE_51_ADJNSAF	X20161205_SAMPLE_51A_ADJNSAF	X20161205_SAMPLE_52_ADJNSAF	X20161205_SAMPLE_52A_ADJNSAF	X20161205_SAMPLE_56_ADJNSAF	X20161205_SAMPLE_56A_ADJNSAF	X20161205_SAMPLE_8_ADJNSAF	X20161205_SAMPLE_8A_ADJNSAF
CHOYP_LOC100374785.2.3|m.34677	5	0	2	1	1	0	0	1	2	6	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	1	1	0	0	0	0
CHOYP_ABI2.2.2|m.65629	4	3	3	4	3	1	2	4	3	6	3	3	0	2	1	2	0	3	3	2	2	0	0	4	4	4	3	1	2	0	0	1	1	5	4	2	1	1	2	1	5	4	3	5
CHOYP_BRAFLDRAFT_223429.1.2|m.30136	5	4	2	4	3	2	3	4	3	3	4	3	2	1	3	1	3	5	2	5	3	2	0	6	3	3	4	6	3	4	1	3	2	2	4	5	5	2	5	2	3	4	2	2
CHOYP_LOC100374909.1.2|m.4076	0	2	1	1	0	1	0	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100374995.1.3|m.34198	6	1	5	10	12	10	10	6	10	8	9	13	3	10	6	8	7	10	2	4	5	0	0	6	5	0	10	6	7	0	0	7	8	2	7	7	0	6	5	7	6	6	8	7
CHOYP_LOC100374995.2.3|m.59062	6	6	8	3	3	2	0	2	0	2	4	2	7	0	6	0	0	3	7	0	0	0	0	0	0	9	10	0	0	3	0	2	0	6	0	4	4	6	2	0	0	0	8	7
CHOYP_LOC100375029.3.10|m.11445	0	13	13	11	11	10	10	11	10	14	0	10	8	13	11	8	10	10	16	0	0	6	5	12	12	0	0	15	15	0	10	3	10	0	7	0	14	13	11	6	19	21	8	9
CHOYP_LOC100375029.8.10|m.60484	0	0	0	0	1	0	0	0	0	0	9	1	0	0	0	1	0	1	0	0	4	1	2	1	0	0	0	0	0	0	2	1	0	13	4	8	0	4	0	4	0	2	0	0
CHOYP_LOC100375029.6.10|m.36981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	13	3	8	0	8	0	0	4	0	3	0	0	4	2	5	0	0
CHOYP_LOC100375122.1.1|m.52296	6	5	4	5	3	4	3	5	3	6	6	3	3	3	3	4	4	4	5	1	3	0	0	3	1	4	6	1	1	0	1	1	2	3	3	10	3	2	2	1	2	1	6	5
CHOYP_LOC100375219.1.1|m.30269	4	0	0	1	3	0	0	1	1	4	0	2	1	1	0	1	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	3	1	0	0	0	0	1	2	2
CHOYP_LOC100375395.1.2|m.3613	6	13	11	11	12	6	10	6	9	7	10	6	10	12	5	6	4	6	11	8	8	3	2	5	7	10	10	7	10	3	4	6	9	15	18	11	5	7	7	8	10	8	12	14
CHOYP_LOC100375699.1.2|m.19738	4	0	0	3	1	1	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	3	0	0	0	0	0	0	1	0
CHOYP_LOC100890342.1.1|m.10194	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CHOYP_LOC100375776.1.3|m.8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100375784.2.6|m.7640	0	4	9	13	10	8	10	9	12	38	8	12	6	7	6	5	10	11	9	0	0	0	0	0	0	11	27	2	2	0	0	2	0	4	0	21	1	3	3	3	2	2	8	11
CHOYP_LOC100375784.4.6|m.27594	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	8	0	0	3	0	3	2	2	0	0
CHOYP_LOC100375784.3.6|m.12285	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0
CHOYP_LOC100375890.1.1|m.10490	6	5	4	3	8	3	4	6	5	5	6	6	4	6	5	3	3	6	5	4	3	2	3	4	9	6	4	3	5	3	3	5	6	4	4	7	3	5	4	5	3	4	8	5
CHOYP_BRAFLDRAFT_223429.2.2|m.38659	6	7	5	6	7	5	7	6	6	7	5	7	6	6	5	6	7	7	5	6	9	1	2	6	7	7	7	8	9	1	1	4	5	6	5	6	5	6	5	6	8	8	6	6
CHOYP_LOC100375897.1.2|m.14439	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
CHOYP_LOC100376067.3.3|m.62990	4	2	1	2	2	2	2	1	0	1	1	0	3	1	0	0	1	0	2	2	0	0	0	1	2	3	4	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	3	4
CHOYP_LOC100376187.1.2|m.22539	2	2	2	3	1	3	1	2	0	4	2	1	2	1	2	0	1	0	3	2	2	1	0	2	2	1	3	3	2	2	0	2	1	1	0	3	3	2	3	1	2	3	2	1
CHOYP_contig_029279|m.33207	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0
CHOYP_LOC100376265.3.4|m.22693	0	3	1	3	1	1	1	1	1	1	1	1	2	1	0	1	0	1	4	1	1	0	0	0	2	2	1	0	4	1	1	2	1	3	1	3	0	0	2	2	3	3	2	2
CHOYP_LOC100376265.4.4|m.28000	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHOYP_LOC100376272.3.4|m.30522	24	32	33	34	44	31	36	40	44	24	41	40	32	32	31	34	34	36	27	34	39	8	7	37	43	28	30	32	39	15	15	24	23	30	30	29	27	30	28	24	34	32	26	36
CHOYP_GLNA2.1.4|m.4133	14	11	10	13	11	17	9	14	11	8	13	15	14	12	12	9	14	16	13	20	19	3	3	20	16	7	8	17	18	4	4	11	10	12	11	4	14	12	13	13	17	20	8	8
CHOYP_GLNA.1.5|m.1591	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100376289.1.1|m.60023	12	4	3	6	6	3	3	4	7	11	4	7	2	5	2	1	3	4	7	4	7	0	0	2	2	6	10	3	6	0	0	2	1	2	5	10	2	2	1	2	4	5	7	7
CHOYP_LOC100376308.1.1|m.60595	0	4	4	5	7	4	8	14	10	0	7	10	8	8	7	5	12	10	5	15	14	1	1	12	12	3	0	22	14	1	0	11	10	20	24	0	6	6	10	8	20	19	4	3
CHOYP_LOC100376442.1.1|m.40651	2	1	1	1	1	0	2	2	2	6	1	2	0	1	0	0	0	1	1	0	1	0	0	1	1	0	3	1	1	0	0	0	0	2	1	4	0	0	0	0	1	2	1	2
CHOYP_LOC100376500.1.1|m.36606	27	22	23	27	23	25	21	19	27	24	21	24	19	14	20	16	25	25	26	15	22	1	3	31	22	22	31	22	21	2	2	15	19	26	27	24	23	15	22	21	24	23	20	23
CHOYP_LOC100376610.3.3|m.19687	15	11	16	15	17	10	11	17	17	15	17	21	11	8	10	10	19	19	21	10	0	0	0	10	13	21	15	8	9	6	3	8	9	14	11	25	9	11	9	8	16	18	18	18
CHOYP_BRAFLDRAFT_223623.1.1|m.11202	2	1	1	0	1	2	1	1	1	1	1	1	1	2	1	0	1	1	3	1	0	0	0	0	0	0	1	0	0	0	1	3	0	1	2	2	2	2	1	2	0	1	2	3
CHOYP_LOC100376688.1.8|m.12067	12	14	15	15	15	15	14	18	18	13	17	19	12	13	14	18	19	15	13	16	17	9	8	17	20	13	15	17	13	9	9	15	13	12	15	12	15	14	15	14	13	15	15	16
CHOYP_LOC100376902.1.1|m.20390	45	29	24	22	24	20	25	23	29	45	27	27	19	20	18	18	29	25	25	8	17	6	4	12	10	23	35	9	8	10	8	13	16	20	26	47	10	2	12	15	8	10	25	22
CHOYP_AAEL_AAEL002456.1.1|m.35591	0	1	3	6	5	4	1	4	2	0	0	2	2	3	1	4	2	4	2	8	1	0	0	0	1	1	0	3	2	0	0	1	1	2	7	0	1	8	1	5	1	1	4	4
CHOYP_LOC100377054.1.1|m.8489	22	26	22	25	25	26	21	21	21	21	19	22	23	21	19	23	25	22	22	23	23	12	10	23	25	24	21	21	29	15	17	20	21	24	25	26	21	22	24	24	22	23	22	23
CHOYP_BRAFLDRAFT_136434.1.1|m.33244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
CHOYP_LOC100377066.1.2|m.18381	1	2	0	1	0	0	1	1	4	1	0	0	1	1	2	2	2	0	1	2	2	2	0	0	1	0	1	1	0	2	2	2	2	1	1	1	4	4	5	4	0	0	1	1
CHOYP_LOC100377160.2.2|m.55835	9	11	13	13	12	7	13	18	13	11	12	16	11	9	6	6	6	16	6	17	14	1	1	11	15	4	4	16	15	4	4	10	9	14	8	8	8	9	7	12	14	14	12	12
CHOYP_LOC100377233.1.1|m.30409	3	1	2	1	3	3	2	3	3	3	2	3	1	3	3	3	2	2	2	1	1	3	2	1	1	3	2	1	2	1	1	3	0	2	3	2	2	2	3	1	2	2	3	2
CHOYP_SODM.2.2|m.62946	0	0	0	0	3	0	0	3	3	0	0	3	0	3	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	1	1	0	3	2	0	0	2	0	0	1	0	0	0	0
CHOYP_LOC100377267.1.1|m.49876	3	4	3	1	2	5	3	3	4	0	4	5	4	4	1	3	6	6	2	3	3	1	0	4	2	0	5	5	2	2	2	2	3	4	7	1	4	2	4	3	3	4	1	1
CHOYP_LOC100377323.1.1|m.23683	4	1	1	2	5	2	1	1	1	0	1	2	1	0	1	2	2	2	2	2	0	0	0	1	1	1	6	1	2	0	0	0	0	0	0	1	2	1	0	1	0	0	1	2
CHOYP_LOC100377364.2.2|m.52803	24	55	47	64	70	70	74	69	78	24	62	77	55	64	42	46	72	65	45	64	74	7	8	59	67	40	28	65	84	28	31	57	49	98	83	28	65	66	60	64	85	82	54	56
CHOYP_LOC100377364.1.2|m.4828	0	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	0	2	1	1	0	0	8	1	1	0	0	0	2	0	0	2	1	1	2	1	0	1	1	1	1	0	0	2
CHOYP_BRAFLDRAFT_93030.1.1|m.29276	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
CHOYP_LOC100377378.1.1|m.64418	62	32	29	33	26	30	27	28	28	57	32	28	35	30	27	27	32	32	32	30	27	15	9	33	26	37	52	19	18	12	14	19	20	19	18	46	13	12	16	12	9	9	33	30
CHOYP_BRAFLDRAFT_223894.1.1|m.7024	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100377381.1.2|m.29868	3	2	3	2	0	3	1	2	0	0	2	0	1	0	0	0	6	0	4	1	1	0	0	3	1	3	3	3	1	0	0	1	0	1	0	4	1	1	3	0	2	2	0	2
CHOYP_LOC100377381.2.2|m.49035	3	0	0	2	0	0	1	2	0	6	2	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	3	0	1	0	0	1	0	1	0	0	1	1	0	0	2	2	0	2
CHOYP_LOC100377392.2.4|m.21904	0	4	2	2	2	3	2	2	3	0	4	2	3	3	2	2	2	3	1	3	2	0	0	1	1	2	0	2	3	1	2	0	0	5	3	0	3	2	1	2	3	4	2	2
CHOYP_LOC100377392.4.4|m.65974	0	11	13	12	11	9	0	11	10	24	12	12	0	10	10	11	10	0	0	8	8	0	1	6	8	0	20	9	7	3	3	8	9	14	12	21	10	8	8	10	9	7	15	15
CHOYP_LOC100377392.3.4|m.26363	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	13	3	0	0	3	3	0	0	0	0	4	0	0	0	0	0	0	0	1
CHOYP_LOC100377398.1.1|m.44441	0	0	0	0	0	1	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_LOC100377647.1.2|m.10110	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CHOYP_LOC100377759.10.15|m.45798	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHOYP_LOC100377801.1.1|m.10929	1	0	1	2	2	3	0	2	2	1	1	3	1	0	0	1	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2
CHOYP_LOC100377856.2.2|m.43339	39	33	32	33	30	28	24	27	19	40	28	24	19	15	19	11	22	27	29	30	26	1	1	25	26	28	35	34	32	2	3	11	8	36	33	39	9	12	16	11	34	32	31	31
CHOYP_LOC100377856.1.2|m.13657	0	0	0	0	0	0	0	0	0	0	28	0	19	15	0	11	0	0	0	0	0	1	1	0	0	0	0	0	0	2	3	11	8	0	2	0	9	12	0	11	0	0	0	0
CHOYP_LOC100377872.1.1|m.30372	5	1	4	2	5	4	1	2	3	4	4	3	1	1	2	1	5	1	2	2	2	0	0	0	2	3	2	2	3	3	0	2	1	3	1	6	4	1	2	3	4	3	1	4
CHOYP_AKT1.2.2|m.51125	2	4	4	5	2	4	3	2	3	4	4	3	4	4	3	3	6	4	5	2	0	1	1	2	0	4	5	5	3	1	3	4	4	3	4	3	1	2	6	3	2	2	3	1
CHOYP_contig_040887|m.46494	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
CHOYP_LOC582022.1.1|m.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100378054.4.4|m.63855	11	8	10	8	7	8	8	10	8	6	11	7	9	6	8	8	10	6	10	10	10	3	3	10	10	8	8	10	9	5	4	6	8	7	7	8	8	8	8	8	7	7	9	9
CHOYP_BRAFLDRAFT_224325.3.3|m.52906	0	0	1	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	1	1	1	2	2	4	0	0
CHOYP_LOC100378252.1.1|m.16877	23	22	19	18	19	23	25	21	21	20	24	22	20	16	21	23	22	19	18	17	20	12	14	23	22	23	25	27	21	19	17	24	26	24	20	20	18	25	23	25	23	24	20	19
CHOYP_BRAFLDRAFT_127356.1.2|m.8691	2	1	1	4	2	2	1	1	1	3	2	3	5	0	2	0	11	5	7	8	2	3	0	1	1	6	1	2	1	0	0	2	0	2	5	3	6	2	1	0	2	1	2	3
CHOYP_LOC100378269.1.2|m.12226	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100378644.2.2|m.58497	12	8	8	9	10	5	8	8	7	8	6	6	6	8	3	3	7	8	13	7	8	0	1	8	7	9	16	8	6	1	0	5	6	12	13	13	7	8	8	7	9	13	14	7
CHOYP_LOC100378691.2.2|m.40118	4	6	3	9	6	7	7	7	7	4	7	6	1	2	2	2	8	6	6	4	3	0	0	4	4	7	6	3	5	1	0	3	2	5	4	7	6	6	5	5	2	5	5	7
CHOYP_LOC100378714.2.4|m.30802	10	10	11	12	14	13	10	9	14	11	12	13	9	12	9	10	9	12	10	13	12	7	6	14	12	11	10	14	12	11	10	14	13	11	9	10	11	13	13	15	11	12	10	11
CHOYP_LOC100378818.2.2|m.27217	0	0	0	0	1	1	1	2	0	1	0	0	0	2	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	1
CHOYP_LOC100378881.1.1|m.29212	8	2	2	2	2	1	3	3	1	7	2	3	3	2	3	2	0	3	3	2	2	0	0	3	2	2	4	2	2	1	0	1	2	1	3	2	2	2	2	2	2	2	3	3
CHOYP_LOC100378967.1.1|m.62298	3	1	3	1	2	2	3	2	0	5	2	2	3	3	2	2	3	3	0	3	2	0	0	1	1	3	1	2	1	0	0	1	2	2	2	4	3	4	0	1	1	2	3	2
CHOYP_LOC100379049.1.1|m.51860	3	1	1	3	6	0	2	1	2	2	2	4	0	1	1	1	3	1	2	0	2	0	0	1	0	3	3	1	0	0	0	1	4	2	4	2	1	2	0	1	1	1	2	0
CHOYP_LOC100486063.9.9|m.65186	0	0	1	1	0	4	2	5	10	0	8	10	10	10	8	7	12	8	0	16	9	0	2	8	12	0	0	4	5	1	3	7	6	15	13	0	1	0	3	3	18	19	0	0
CHOYP_BRAFLDRAFT_225253.1.1|m.9264	15	12	18	13	17	14	16	12	11	10	14	15	9	12	10	13	12	16	13	8	10	1	2	7	7	13	13	9	7	0	1	13	11	16	14	13	12	10	13	14	8	11	13	12
CHOYP_LOC100487213.2.4|m.53374	4	8	4	4	5	5	9	6	7	3	6	9	3	8	2	2	5	6	5	7	6	0	0	5	3	6	6	7	4	2	1	2	2	5	7	5	3	2	2	3	3	5	7	6
CHOYP_LOC100489926.1.3|m.3642	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0	0	2	0	2	0	1	2	0	0	2	1	0
CHOYP_LOC100496973.4.8|m.55256	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_LOC100496973.2.8|m.19997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100497129.7.8|m.41875	0	19	28	0	22	0	9	14	15	0	19	17	12	12	12	15	19	18	36	0	21	5	0	17	15	42	0	12	18	5	10	0	11	15	13	0	11	0	0	0	17	18	35	36
CHOYP_LOC100497129.3.8|m.32060	41	19	0	31	22	12	9	0	15	26	0	17	12	12	12	15	0	18	0	19	21	5	0	2	15	0	26	12	0	5	0	9	11	0	13	25	0	13	10	14	17	0	0	0
CHOYP_LOC100497129.6.8|m.41866	66	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	92	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
CHOYP_SSPO.11.14|m.53093	10	6	10	0	0	3	1	7	0	11	7	7	0	4	1	0	0	0	0	4	1	1	0	0	0	8	15	4	0	0	0	6	0	0	0	0	5	0	6	0	5	1	0	17
CHOYP_SSPO.6.14|m.26542	8	6	8	7	13	3	1	0	9	6	0	0	4	0	1	0	6	7	12	0	1	0	2	0	5	14	12	0	4	2	0	0	10	8	0	28	0	0	0	0	0	1	15	15
CHOYP_SSPO.1.14|m.962	2	0	0	7	0	0	1	7	0	3	0	7	4	4	1	7	0	0	4	0	1	0	2	0	5	0	2	0	4	2	0	0	0	8	0	7	0	0	0	0	0	1	0	0
CHOYP_contig_043845|m.50665	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CHOYP_LOC100533258.6.6|m.48143	3	7	10	10	6	8	7	9	10	4	6	9	7	8	10	8	8	7	4	11	9	5	3	10	7	6	5	10	6	4	4	6	7	7	7	6	9	9	8	6	5	7	7	6
CHOYP_LOC100533284.1.2|m.25143	3	1	1	2	5	1	2	2	1	3	1	1	2	1	0	2	1	2	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	2	1	0	1	0	0	1	1	1	2
CHOYP_LOC100533294.1.3|m.35108	83	82	79	80	78	85	97	98	88	74	85	82	95	100	82	81	84	71	86	76	76	61	65	76	75	95	91	83	68	62	65	86	100	100	96	85	71	93	78	87	77	81	94	90
CHOYP_LOC100533294.2.3|m.36820	0	0	4	0	0	4	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	5	8	4	5	4	0	0	4	0	4	0	4	3	3	0
CHOYP_LOC100083524.1.1|m.50023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
CHOYP_RL23A.3.6|m.31005	10	21	27	13	13	22	14	12	26	11	13	15	11	14	12	14	14	21	14	22	19	8	8	23	20	12	10	17	26	27	32	17	0	14	17	13	29	21	29	21	27	24	11	10
CHOYP_RL23A.6.6|m.63333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100904232.1.1|m.38777	6	2	2	5	6	7	7	6	3	6	7	3	6	0	5	5	10	1	7	2	8	0	0	8	8	7	9	7	7	1	2	6	3	6	7	6	6	6	4	9	7	10	6	6
CHOYP_NEMVEDRAFT_V1G61368.1.1|m.42775	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHOYP_LOC100533316.2.2|m.47773	2	0	0	0	2	0	3	2	4	3	0	5	0	0	0	4	0	6	2	3	3	0	0	2	3	0	1	2	0	0	2	0	3	2	8	2	1	0	0	0	0	5	0	4
CHOYP_HS12B.7.14|m.40600	2	2	2	2	1	2	1	0	1	1	2	0	1	2	2	4	1	1	2	3	1	0	0	2	3	2	1	2	4	0	0	4	3	0	1	2	1	4	5	3	3	1	3	1
CHOYP_LOC100533384.3.5|m.37350	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	3	0	0	0	0	1	0	1	0	0
CHOYP_LOC100533384.5.5|m.59082	10	4	6	6	7	7	6	6	6	9	5	5	4	4	6	2	4	4	5	6	6	0	0	6	5	6	9	5	5	0	0	4	5	7	9	8	4	4	6	6	6	7	8	6
CHOYP_BRAFLDRAFT_225290.1.1|m.5737	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CHOYP_LOC100533400.1.4|m.12300	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
CHOYP_LOC100533400.3.4|m.28214	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
CHOYP_LOC100533444.1.1|m.33578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_LOC100533447.2.3|m.44496	80	95	83	102	90	106	93	96	94	69	125	100	114	106	97	90	121	101	81	134	112	67	65	144	115	80	77	130	123	76	60	105	97	141	125	75	103	102	108	109	144	124	85	87
CHOYP_LOC100533447.1.3|m.37261	0	9	7	0	2	7	2	7	5	0	0	6	5	2	5	2	0	2	6	2	3	4	0	0	3	6	3	0	0	4	5	9	2	13	4	0	24	9	13	10	6	3	0	2
CHOYP_LOC658201.1.1|m.42880	3	10	14	7	12	14	11	9	12	5	8	12	15	15	14	12	10	14	4	5	4	12	6	8	5	9	6	8	6	9	10	8	11	16	15	6	17	11	15	14	7	7	7	8
CHOYP_contig_035889|m.40603	2	0	0	4	0	0	0	0	0	3	3	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
CHOYP_LOC100533450.1.1|m.54334	4	5	4	6	5	4	4	5	4	5	5	5	4	6	3	2	4	6	6	2	6	1	3	1	4	6	6	3	4	3	4	4	3	8	4	7	2	3	1	4	4	5	6	7
CHOYP_LOC100533455.1.9|m.3607	2	2	1	1	2	2	3	3	4	1	1	2	2	1	1	1	1	0	2	1	2	1	1	2	0	2	2	1	0	2	4	2	1	1	2	3	0	2	2	1	0	2	1	4
CHOYP_LOC100533528.2.2|m.26125	15	9	8	12	10	14	7	8	9	11	8	9	11	11	8	9	10	13	9	11	12	8	5	9	9	8	12	12	9	11	12	12	14	13	14	14	13	11	14	14	11	14	10	8
CHOYP_LOC100540539.1.1|m.14519	0	1	6	2	5	4	7	6	8	2	6	8	2	6	2	2	3	3	3	1	3	0	0	3	2	3	1	3	1	0	0	1	4	1	8	2	1	7	1	7	1	5	2	5
CHOYP_LOC100541322.1.1|m.43256	10	14	11	10	12	10	11	12	15	9	10	12	8	12	7	9	1	10	13	13	12	4	2	10	11	10	10	14	11	4	7	9	12	11	14	10	9	14	11	12	12	1	12	10
